GeneID	Homo_sapiens.dN	Homo_sapiens.dS	Homo_sapiens.dw	Homo_sapiens.w
ENSG00000148358	0.000872	0.004492	0.0028	0.194122885
ENSG00000167395	0.001206	0.002044	0.2596	0.590019569
ENSG00000109576	0.001902	0.009995	-0.4224	0.190295148
ENSG00000180008	0.001021	0.00614	-0.1614	0.166286645
ENSG00000011243	0.000775	0.003097	0.1414	0.25024217
ENSG00000034152	0.002403	0.024435	-0.0223	0.098342541
ENSG00000126752	0.000302	0	997.2071	999
ENSG00000164556	0.006509	0.020949	0.1397	0.310706955
ENSG00000157193	0.00119	0.013952	-0.0394	0.085292431
ENSG00000157191	2e-06	0	72.1354	72.614
ENSG00000157445	0.00122	0.004962	0.2289	0.245868601
ENSG00000118046	0.000921	1e-06	998.9597	921
ENSG00000152969	0.000709	0.016502	0.0306	0.042964489
ENSG00000124564	0.003686	0.006883	-0.0772	0.535522301
ENSG00000136451	1e-06	0.005993	-0.0351	0.000166861
ENSG00000136450	0.226731	0.195721	1.1583	1.15843982
ENSG00000136457	0.00114	0.013048	0.0658	0.087369712
ENSG00000109686	0.000821	0.001781	0.1299	0.460976979
ENSG00000161939	2e-06	0	890.056	890.0978
ENSG00000110628	0.004057	0.021755	-0.0067	0.186485865
ENSG00000127720	1e-06	0.007364	-0.2213	0.000135796
ENSG00000141378	0	4e-06	-0.3516	0.0001
ENSG00000164548	1e-06	0.014313	0	6.98665548802e-05
ENSG00000141376	1e-06	0.010769	-0.0206	9.28591326957e-05
ENSG00000138411	0.000643	0.011099	-0.0233	0.057933147
ENSG00000141371	0.006069	0.017511	0.0027	0.346582148
ENSG00000138413	0.001094	1e-06	998.9553	1094
ENSG00000060982	0	5e-06	-0.1364	0.0001
ENSG00000171368	0.005507	6e-06	998.9679	917.8333333
ENSG00000127980	0.001463	0.006265	0.0643	0.233519553
ENSG00000159377	0	5e-06	-0.0693	0.0001
ENSG00000162069	0.008863	9e-06	998.9216	984.7777778
ENSG00000162068	0.002311	0.01036	0.1031	0.223069498
ENSG00000116990	0.002849	3e-06	998.8532	949.6666667
ENSG00000162066	0.01097	0.051947	0.1587	0.211176776
ENSG00000127989	0.003837	0.011121	-0.6952	0.34502293
ENSG00000066777	0.000186	0.002953	0.0298	0.062986793
ENSG00000162063	2e-06	0.017207	-0.1284	0.000116232
ENSG00000162062	0.002171	0.011894	-0.0644	0.182529006
ENSG00000091140	0.00086	1e-06	998.9578	860
ENSG00000157999	0.004126	0.005166	0.5808	0.798683701
ENSG00000166763	0.001396	0.008232	-0.0085	0.169582119
ENSG00000166189	0.001244	0.010288	-0.1286	0.120917574
ENSG00000186326	0.00171	0.017863	-0.3247	0.095728601
ENSG00000157224	1e-06	0.009094	-0.1233	0.000109963
ENSG00000157227	0.000742	1e-06	998.9702	742
ENSG00000091482	0	4e-06	-0.0911	0.0001
ENSG00000091483	0.000924	0.003717	0.1799	0.248587571
ENSG00000126581	0	5e-06	-0.0619	0.0001
ENSG00000067177	0.001676	0.006853	0.1435	0.244564424
ENSG00000126583	0.000643	0.009915	0.057	0.064851236
ENSG00000236125	0.021502	0.037432	0.175	0.574428297
ENSG00000204084	0.001818	0.00428	0.282	0.424766355
ENSG00000173208	0.001236	0.006049	0.1638	0.204331294
ENSG00000165490	0.001176	0.003314	-0.5625	0.354858177
ENSG00000165495	0	0.00459	-0.034	0.0001
ENSG00000165494	0.000557	0.005157	0.056	0.108008532
ENSG00000137494	1e-06	0.007153	-0.2469	0.000139801
ENSG00000178209	0.001863	0.029198	0.0328	0.06380574
ENSG00000137496	0	0.003951	-0.5409	0.0001
ENSG00000137497	0.000783	1e-06	998.8305	783
ENSG00000137491	0.002664	0.006196	0.0871	0.42995481
ENSG00000181803	0.00476	0.026181	0.0423	0.181811237
ENSG00000178202	0.000929	0.002923	0.1097	0.317824153
ENSG00000134138	2e-06	0	3.7426	3.7427
ENSG00000181804	0	4e-06	-0.1135	0.0001
ENSG00000174564	0	5e-06	-0.3101	0.0001
ENSG00000116191	0.000763	0.004246	0.1797	0.17969854
ENSG00000100796	0	0.003292	-0.0178	0.0001
ENSG00000116194	0.001879	0.004323	0.3314	0.434651862
ENSG00000155592	0.001869	0.00296	0.4287	0.631418919
ENSG00000116198	0.001671	0.004734	0.198	0.352978454
ENSG00000116199	0.002337	0.005723	0.3619	0.408352263
ENSG00000091732	0.000911	0.01039	-0.0993	0.087680462
ENSG00000116748	0.001631	0.001543	0.9897	1.057031756
ENSG00000142606	0.00067	0.017457	-0.0689	0.038380019
ENSG00000113812	2e-06	0.01516	-0.0452	0.000131926
ENSG00000113810	0.001333	0.00692	0.1115	0.192630058
ENSG00000113811	0	5e-06	-0.0448	0.0001
ENSG00000168454	0.00757	0.011668	-0.9922	0.648782996
ENSG00000135409	0	0.001265	-0.5081	0.0001
ENSG00000143850	0.000886	0.003411	0.1858	0.259747875
ENSG00000080561	0	5e-06	-0.031	0.0001
ENSG00000101849	1e-06	0.014929	-0.0791	6.69837229553e-05
ENSG00000119314	0	0.002409	-0.1001	0.0001
ENSG00000101842	0.001167	1e-06	998.6702	1167
ENSG00000072062	0	0.004618	-0.0103	0.0001
ENSG00000169905	0.002131	2e-06	998.2955	1065.5
ENSG00000141556	2e-06	0	162.006	162.13
ENSG00000159873	0.008925	0.004275	1.9545	2.087719298
ENSG00000159871	2e-06	0.023844	-0.2683	8.38785438685e-05
ENSG00000006695	1e-06	0.008453	-0.1802	0.000118301
ENSG00000163032	0	6e-06	0	0.0001
ENSG00000223609	0.003118	3e-06	998.6642	1039.333333
ENSG00000085365	0.001421	0.003323	0.3605	0.427625639
ENSG00000165181	0.002884	0.003956	0.1552	0.729019211
ENSG00000168004	0.002073	0.018144	-0.0653	0.114252646
ENSG00000005175	0.002008	0.002057	0.8131	0.976178901
ENSG00000129354	2e-06	0	157.7565	157.7881
ENSG00000185479	0.002384	0.012721	0.0998	0.18740665
ENSG00000165238	0.002527	0.01773	-0.019	0.142526791
ENSG00000185477	0.003956	0.006911	0.1745	0.572420778
ENSG00000099834	0.006709	0.004074	1.3094	1.646784487
ENSG00000185475	2e-06	0	55.4068	55.6984
ENSG00000165233	0.339234	0.701961	-998.5167	0.483266164
ENSG00000068323	0	0.002171	-0.0468	0.0001
ENSG00000196408	0.003653	4e-06	998.6445	913.25
ENSG00000121207	1e-06	0.012115	-0.4167	8.25423029303e-05
ENSG00000174004	0.005404	0.030244	-0.1079	0.178680069
ENSG00000196405	0.001165	0.01397	-0.0424	0.083392985
ENSG00000101150	0.001978	2e-06	998.8937	989
ENSG00000158470	1e-06	0.013636	-0.0989	7.3335288941e-05
ENSG00000170035	0.119985	0.122505	0.9793	0.979429411
ENSG00000160087	0.096193	0.136016	0.6804	0.707218268
ENSG00000177098	0.035676	0.099188	-0.0331	0.359680607
ENSG00000159708	0.004317	0.002416	1.2435	1.786837748
ENSG00000125089	0.001996	0.025114	-0.1205	0.079477582
ENSG00000104852	0	0.004375	0	0.0001
ENSG00000175202	0.008419	0.025342	-0.0333	0.332215295
ENSG00000124181	0.000353	0.000727	0.4587	0.485557084
ENSG00000171786	3e-06	0.032237	-0.0168	9.30607686819e-05
ENSG00000175206	2e-06	0.01699	-0.1411	0.000117716
ENSG00000178996	0.077913	0.27966	0.2624	0.278599013
ENSG00000130147	0.001779	0.007846	0.1702	0.22673974
ENSG00000213699	0.001171	0.008388	0.0754	0.139604196
ENSG00000151692	0.001525	2e-06	998.9569	762.5
ENSG00000151693	0.001279	0.004752	0.2352	0.269149832
ENSG00000151690	0.00125	0.004641	0.0955	0.269338505
ENSG00000151694	0	0.002298	-0.0569	0.0001
ENSG00000129255	0	4e-06	-0.3986	0.0001
ENSG00000077943	0.001411	0.00468	0.2016	0.301495726
ENSG00000077942	0.001534	0.008964	-0.0316	0.17112896
ENSG00000129250	0.002051	0.012261	0.0657	0.167278362
ENSG00000121068	0	0.003649	-0.0199	0.0001
ENSG00000170786	0	5e-06	-0.2798	0.0001
ENSG00000170961	0	0.004721	-0.0149	0.0001
ENSG00000196663	0.001756	0.005001	0.195	0.351129774
ENSG00000196660	0.004487	4e-06	998.481	1121.75
ENSG00000196661	0.004217	0.006319	0.538	0.667352429
ENSG00000170965	0.005302	0.008039	0.5057	0.659534768
ENSG00000121067	1e-06	0.009927	0	0.000100735
ENSG00000121064	0.000957	0.007881	-0.103	0.12143129
ENSG00000171566	0.00404	0.014144	0.2349	0.285633484
ENSG00000171564	0	0.002208	-0.1614	0.0001
ENSG00000171560	1e-06	0.012893	-0.0965	7.7561467463e-05
ENSG00000171561	2e-06	0.019893	-0.2441	0.000100538
ENSG00000215699	1e-06	2e-06	0.3996	0.5
ENSG00000120333	2e-06	0.019031	-0.3827	0.000105092
ENSG00000120332	0.004368	0.015725	0.133	0.277774245
ENSG00000120334	0.003457	0.003941	0.7114	0.877188531
ENSG00000120337	1e-06	1e-06	0.7362	1
ENSG00000197136	0.001736	0.011443	0.0832	0.151708468
ENSG00000087111	0.003366	0.006979	0.2996	0.482304055
ENSG00000117318	0.003662	4e-06	998.9999	915.5
ENSG00000135537	0	5e-06	-0.1022	0.0001
ENSG00000065000	2e-06	0.020703	-0.0418	9.66043568565e-05
ENSG00000142731	0.000944	1e-06	998.7608	944
ENSG00000125848	0	0.001663	-0.0601	0.0001
ENSG00000142733	0.002061	0.011336	0.0689	0.181810162
ENSG00000087116	0.001747	0.01437	0.0464	0.121572721
ENSG00000082438	0.002204	0.00388	0.0185	0.568041237
ENSG00000185002	0	0.002885	-0.1207	0.0001
ENSG00000204293	0.005754	0.004771	1.0849	1.20603647
ENSG00000185000	2e-06	0.017697	-0.1108	0.000113014
ENSG00000114902	0	5e-06	-0.4342	0.0001
ENSG00000189171	0	6e-06	-0.0857	0.0001
ENSG00000169446	1e-06	0.008482	-0.1308	0.000117897
ENSG00000243896	0.047066	0.131077	0.3042	0.359071386
ENSG00000156475	1e-06	0.006482	-0.1275	0.000154273
ENSG00000048828	0.00048	0.00214	0.1897	0.224299065
ENSG00000156471	1e-06	0.006011	-0.079	0.000166362
ENSG00000039650	0.000447	0.002927	-0.0438	0.152716092
ENSG00000089248	0.001643	0.000776	2.0366	2.117268041
ENSG00000106236	4e-06	0.035213	-0.0198	0.000113594
ENSG00000203965	0.001497	0.005007	-0.043	0.298981426
ENSG00000109016	0.002131	0.011676	-0.0645	0.182511134
ENSG00000075043	0.000718	0.020863	0.0043	0.034414993
ENSG00000112769	0.000883	0.00765	-0.029	0.115424837
ENSG00000103550	0.005142	0.02731	-0.1039	0.18828268
ENSG00000053108	0.002956	0.00671	0.2989	0.440536513
ENSG00000137413	0.098638	0.124027	0.7485	0.795294573
ENSG00000152102	0	4e-06	0	0.0001
ENSG00000152104	0.000375	0.00703	-0.0052	0.053342817
ENSG00000174914	0.013859	0.02921	0.2427	0.474460801
ENSG00000174915	0.001791	0.000686	2.5314	2.610787172
ENSG00000110092	2e-06	0.018884	-0.033	0.00010591
ENSG00000174912	0.079101	0.072961	0.6838	1.084154548
ENSG00000110090	0.001167	0.02154	-0.031	0.054178273
ENSG00000102931	1e-06	0.007394	-0.2467	0.000135245
ENSG00000102935	0.000362	0.014701	0.0192	0.024624175
ENSG00000102934	0.002403	2e-06	998.8938	1201.5
ENSG00000134910	1e-06	0.009717	-0.0155	0.000102912
ENSG00000198445	0.003646	0.019191	-0.7719	0.189984889
ENSG00000144290	0.000429	0.004834	0.0758	0.08874638
ENSG00000134917	0.051317	0.119986	0.3378	0.427691564
ENSG00000146411	0.00166	0.00398	0.2245	0.417085427
ENSG00000145979	0.001618	0.007889	0.0234	0.205095703
ENSG00000131368	2e-06	0.022697	-0.2605	8.811737234e-05
ENSG00000109906	0.002063	0.005582	0.3091	0.369580795
ENSG00000135390	2e-06	0.020405	-0.0771	9.80151923548e-05
ENSG00000142192	0.000617	0.008472	0.0132	0.07282814
ENSG00000170873	1e-06	0.007251	-0.0296	0.000137912
ENSG00000023318	0	6e-06	-0.0241	0.0001
ENSG00000118690	0.00326	0.005394	0.2716	0.604375232
ENSG00000123329	0.002864	3e-06	998.812	954.6666667
ENSG00000105137	0.001317	0.002558	0.3373	0.514855356
ENSG00000165115	0.002178	0.003558	0.2651	0.612141653
ENSG00000110328	1e-06	0.011333	-0.0115	8.82378893497e-05
ENSG00000184209	0	5e-06	-0.1146	0.0001
ENSG00000132541	0.003562	0.008818	0.3502	0.403946473
ENSG00000149743	0	4e-06	-0.2439	0.0001
ENSG00000110321	1e-06	0.00854	-0.0131	0.000117096
ENSG00000146038	0	0.003929	-0.1253	0.0001
ENSG00000146039	0	0.002383	-0.1453	0.0001
ENSG00000132549	0.000908	0.003609	0.0471	0.251593239
ENSG00000110324	0.001195	0.024275	-0.2669	0.0492276
ENSG00000204532	0.002946	0.015374	-0.9608	0.191622219
ENSG00000069696	0.011804	0.049934	0.0164	0.236392037
ENSG00000134627	0.000628	0.009886	-0.2349	0.063524176
ENSG00000163126	0.002941	0.004395	0.3368	0.669169511
ENSG00000069122	0.001171	0.007593	-0.2691	0.154220993
ENSG00000168710	1e-06	0.006555	0	0.000152555
ENSG00000198931	1e-06	0.010809	-0.1601	9.25154963456e-05
ENSG00000189007	0.003004	0.015888	-0.1636	0.189073515
ENSG00000143028	2e-06	0.019559	-0.0669	0.000102255
ENSG00000167157	1e-06	0.010425	-0.0337	9.59232613909e-05
ENSG00000166575	0.001035	0.00259	0.2692	0.3996139
ENSG00000081154	0.00241	2e-06	998.6445	1205
ENSG00000162650	0.002833	3e-06	998.7893	944.3333333
ENSG00000166573	0.00123	1e-06	998.9047	1230
ENSG00000185915	0.001136	0.00916	-0.0021	0.124017467
ENSG00000244442	0	5e-06	-0.1978	0.0001
ENSG00000185917	1e-06	0.00872	-0.1976	0.000114679
ENSG00000166579	2e-06	0.017125	-0.0534	0.000116788
ENSG00000166578	0.005176	0.004575	0.9355	1.13136612
ENSG00000118454	1e-06	0.006401	-0.037	0.000156226
ENSG00000152578	0	0.004896	-0.0062	0.0001
ENSG00000088356	2e-06	0.018097	-0.0357	0.000110516
ENSG00000204653	0.004185	0.004187	0.8066	0.999522331
ENSG00000115318	0.001712	0.005883	0.2563	0.291007989
ENSG00000204655	0.005347	0.005791	0.692	0.923329304
ENSG00000115310	0.003455	0.007493	0.1523	0.461097024
ENSG00000115317	0	0.003343	-0.1172	0.0001
ENSG00000035141	0	7e-06	-0.074	0.0001
ENSG00000181588	0.000855	0.006869	0.063	0.124472267
ENSG00000163380	0.005499	0.00599	0.7608	0.91803005
ENSG00000028137	0.000956	0.001011	0.4853	0.945598417
ENSG00000069345	0	0.00312	0	0.0001
ENSG00000105229	3e-06	0.027057	-0.0177	0.000110877
ENSG00000139597	1e-06	0.007727	-0.0791	0.000129416
ENSG00000105227	0.002693	0.011904	0.0674	0.226226478
ENSG00000105223	0.000965	1e-06	998.9583	965
ENSG00000105220	0.000763	0.003497	0.1425	0.218187017
ENSG00000105221	0.000854	0.019087	0.0354	0.044742495
ENSG00000091039	0	0.001597	-0.0261	0.0001
ENSG00000114405	0.003394	3e-06	998.4555	1131.333333
ENSG00000114956	2e-06	0	134.1146	134.3826
ENSG00000101888	1e-06	2e-06	0.0219	0.5
ENSG00000108506	0.000391	0.002833	0.0823	0.138016237
ENSG00000101247	0	5e-06	-0.1191	0.0001
ENSG00000108509	0.000923	0.004533	0.0474	0.203617913
ENSG00000132819	0.002477	0.038341	0.0389	0.06460447
ENSG00000071127	0.001448	0.019092	0.0096	0.075843285
ENSG00000059758	1e-06	0.011615	-0.0456	8.60955660783e-05
ENSG00000011376	1e-06	0.014453	-0.1828	6.91897875874e-05
ENSG00000138622	2e-06	0.020354	-15.232	9.82607841211e-05
ENSG00000138623	0.001016	0.005997	0.0505	0.169418042
ENSG00000133636	0.00274	0.008875	0.2113	0.308732394
ENSG00000138621	0.004466	4e-06	998.9009	1116.5
ENSG00000141564	0	0.001429	-0.0332	0.0001
ENSG00000148832	0.001232	0.013154	-0.0197	0.093659723
ENSG00000141569	0.002561	0.012979	-0.0201	0.197318746
ENSG00000180185	0.03168	0.066741	0.4267	0.474670742
ENSG00000135549	0.038855	0.022192	-997.2492	1.750856164
ENSG00000139625	0	5e-06	-0.0927	0.0001
ENSG00000133639	1e-06	2e-06	0.7536	0.5
ENSG00000180182	0	0.003906	-0.0205	0.0001
ENSG00000139626	0.000764	0.011871	-0.0127	0.064358521
ENSG00000139971	0.005636	0.012101	-0.092	0.465746633
ENSG00000011566	0.001634	0.001036	1.4989	1.577220077
ENSG00000173698	0.001671	2e-06	998.6773	835.5
ENSG00000139974	0.001106	0.003347	-0.4734	0.330445175
ENSG00000139977	0	5e-06	-0.102	0.0001
ENSG00000173692	0.000484	0.008249	0.052	0.058673779
ENSG00000122490	0.00302	0.009456	0.2477	0.319373942
ENSG00000150471	0	0.004384	-0.0637	0.0001
ENSG00000040199	0.002001	0.003078	0.5625	0.650097466
ENSG00000173926	1e-06	1e-06	0.9122	1
ENSG00000168079	3e-06	0.026681	-0.1125	0.00011244
ENSG00000165006	0.000935	1e-06	998.8437	935
ENSG00000145675	0.000621	0.008012	0.0324	0.077508737
ENSG00000105538	0.000996	0.011851	0.0619	0.084043541
ENSG00000138107	1e-06	0.0073	0	0.000136986
ENSG00000000938	0.001847	0.018817	-0.0047	0.098155923
ENSG00000158286	0.002201	2e-06	998.8041	1100.5
ENSG00000141748	0.003555	1.1e-05	334.9016	323.1818182
ENSG00000101306	0	0.004721	-0.2807	0.0001
ENSG00000137825	0	0.002892	-0.0574	0.0001
ENSG00000137824	0	0.003685	-0.2483	0.0001
ENSG00000141741	0.003768	0.011382	0.2724	0.331049025
ENSG00000137822	0	4e-06	-0.0318	0.0001
ENSG00000187516	0.003697	0.012526	-0.2389	0.295146096
ENSG00000112339	0.001389	0.003418	0.2507	0.406377999
ENSG00000175374	0.003896	4e-06	998.667	974
ENSG00000187513	0.001363	0.00734	0.1556	0.185694823
ENSG00000162384	0	6e-06	-0.1385	0.0001
ENSG00000162385	0	5e-06	0	0.0001
ENSG00000162383	2e-06	0.023733	-0.0734	8.42708465007e-05
ENSG00000112337	0	0.002447	-0.3015	0.0001
ENSG00000126934	1e-06	0.010044	-0.017	9.95619275189e-05
ENSG00000186174	0.00166	0.012531	0.0556	0.132471471
ENSG00000138100	1e-06	0.007628	-0.0233	0.000131096
ENSG00000113319	0.001608	0.006547	0.1948	0.245608676
ENSG00000113318	0.00131	0.006699	-0.1184	0.195551575
ENSG00000085185	0.000622	0.003261	0.0897	0.190739037
ENSG00000145715	0	5e-06	-0.0158	0.0001
ENSG00000183520	2e-06	0	582.463	582.5139
ENSG00000183527	0.001147	0.008387	0.1018	0.13675927
ENSG00000125910	1e-06	0.013835	-0.0892	7.22804481388e-05
ENSG00000090615	0.000975	0.012381	-0.0283	0.078749697
ENSG00000138085	0.009268	9e-06	998.1373	1029.777778
ENSG00000138083	2e-06	0.019965	0	0.000100175
ENSG00000138080	0.003334	0.003667	0.7778	0.909190074
ENSG00000014138	0	5e-06	-0.1377	0.0001
ENSG00000205213	0.001598	0.005435	0.2467	0.294020239
ENSG00000076716	0	5e-06	-0.0603	0.0001
ENSG00000116833	0	5e-06	0	0.0001
ENSG00000116830	0.002593	0.001734	1.0373	1.49538639
ENSG00000130449	0.001045	1e-06	998.9237	1045
ENSG00000080608	0.002865	0.005845	0.3182	0.490162532
ENSG00000085982	0.001214	0.010272	-0.1668	0.118185358
ENSG00000080603	0.001545	0.001706	0.7811	0.905627198
ENSG00000196876	0.000256	0.002501	0.0867	0.102359056
ENSG00000158864	0.00099	1e-06	998.7141	990
ENSG00000158865	0.001374	0.005532	0.0701	0.248373102
ENSG00000196873	0.002406	0.011003	-0.0643	0.218667636
ENSG00000196872	0.005755	0.013959	-0.018	0.412278817
ENSG00000101680	0.002554	0.008708	-0.0084	0.293293523
ENSG00000004961	1e-06	0.010333	-0.2518	9.67773153973e-05
ENSG00000196878	0.002926	0.008625	0.1963	0.339246377
ENSG00000184992	2e-06	0	172.23	172.2762
ENSG00000184990	0.002468	0.003806	0.5008	0.648449816
ENSG00000148655	0.003568	0.009757	0.2783	0.365686174
ENSG00000184995	0.004745	5e-06	997.864	949
ENSG00000133858	0	0.000765	-0.1141	0.0001
ENSG00000100307	1e-06	0.009297	-0.1455	0.000107562
ENSG00000100304	0.001486	0.017923	-0.0494	0.082910227
ENSG00000100302	3e-06	0.02923	-0.0167	0.000102634
ENSG00000155100	0.001583	0.002552	0.4065	0.620297806
ENSG00000001084	0.000705	0.002092	0.3089	0.336998088
ENSG00000100652	0.002329	0.009104	-0.029	0.255821617
ENSG00000163472	1e-06	0.005417	-0.2133	0.000184604
ENSG00000107623	0.000211	0.002321	-0.2344	0.090909091
ENSG00000107625	0	0.003822	-0.0391	0.0001
ENSG00000006831	1e-06	0.011875	-0.062	8.42105263158e-05
ENSG00000006837	0.000702	0.002245	-0.2212	0.312694878
ENSG00000152377	0	0.001882	-0.0437	0.0001
ENSG00000156869	0.065823	0.09301	0.4147	0.707698097
ENSG00000126107	0	5e-06	-0.0162	0.0001
ENSG00000110660	0	0.004108	-0.0818	0.0001
ENSG00000164068	0.000688	0.004471	0.0328	0.153880564
ENSG00000156860	0	0.003645	-0.0761	0.0001
ENSG00000106537	0	5e-06	-0.0721	0.0001
ENSG00000164066	0.000985	0.010428	-0.2173	0.094457231
ENSG00000164061	0.00106	0.001724	0.463	0.614849188
ENSG00000164062	0.001253	0.002435	0.4091	0.514579055
ENSG00000144040	1e-06	0.008624	-0.0766	0.000115955
ENSG00000155368	0.005137	6e-06	862.2401	856.1666667
ENSG00000144045	0.001401	0.006335	-0.0197	0.221152328
ENSG00000100162	1e-06	0.013905	-0.1435	7.19165767709e-05
ENSG00000155363	1e-06	0.012611	-0.0633	7.92958528269e-05
ENSG00000182923	0.002249	0.006779	-0.0858	0.331759847
ENSG00000155367	0.002747	3e-06	998.9028	915.6666667
ENSG00000161654	0.002616	3e-06	998.9999	872
ENSG00000173578	2e-06	0.023218	-0.1892	8.61400637436e-05
ENSG00000161653	0.00078	0.007372	-0.0188	0.105805751
ENSG00000161652	0.002739	3e-06	998.0417	913
ENSG00000117122	0	6e-06	-0.0744	0.0001
ENSG00000243156	0	0.00281	-0.0341	0.0001
ENSG00000160294	0.00202	0.00543	0.1068	0.372007366
ENSG00000125779	1e-06	0.009156	-0.0886	0.000109218
ENSG00000140905	2e-06	0.018882	-0.2174	0.000105921
ENSG00000125772	1e-06	0.011781	-0.0476	8.48824378236e-05
ENSG00000160838	0.001001	0.011462	-0.1672	0.087332054
ENSG00000170571	0.00175	2e-06	998.4059	875
ENSG00000170577	2e-06	0	47.1616	47.1665
ENSG00000160298	0	5e-06	-0.2437	0.0001
ENSG00000125775	0.007986	8e-06	998.7381	998.25
ENSG00000110400	4e-06	0.039918	-0.1327	0.000100205
ENSG00000072657	0	0.003997	-0.0193	0.0001
ENSG00000181001	0.009385	0.007372	1.119	1.273060228
ENSG00000181004	0.005382	0.017134	-0.1278	0.314112291
ENSG00000164904	1e-06	0.007118	-0.0381	0.000140489
ENSG00000175166	1e-06	0.006812	-0.0223	0.0001468
ENSG00000186897	0	6e-06	-0.0081	0.0001
ENSG00000171992	0	0.003117	-0.1927	0.0001
ENSG00000138587	0.000944	1e-06	998.7341	944
ENSG00000023608	1e-06	0.007263	-0.9606	0.000137684
ENSG00000101323	1e-06	0.006534	-0.1607	0.000153046
ENSG00000107338	0.000825	0.014965	0.0307	0.055128633
ENSG00000087589	0.005631	0.007232	0.4277	0.778622788
ENSG00000107331	0.000262	0.010066	-0.0134	0.026028214
ENSG00000160741	0.001815	0.000748	2.2604	2.426470588
ENSG00000215131	0	5e-06	-0.6603	0.0001
ENSG00000083807	0.000837	0.01474	-0.1583	0.056784261
ENSG00000160746	0.000819	0.003732	0.1072	0.219453376
ENSG00000156284	0.002043	0.005831	0.0863	0.350368719
ENSG00000224916	0.008035	8e-06	0	1004.375
ENSG00000156282	0.001123	0.009228	-0.5368	0.121694842
ENSG00000168389	0.000866	1e-06	998.7713	866
ENSG00000155816	0	6e-06	-0.0363	0.0001
ENSG00000168385	0	0.004685	-0.0063	0.0001
ENSG00000168386	0.001417	0.002806	0.3589	0.504989309
ENSG00000092445	0.001127	0.00395	0.1883	0.285316456
ENSG00000031823	0	0.003801	-890.3606	0.0001
ENSG00000147246	1e-06	0.006021	-0.0829	0.000166085
ENSG00000101321	0.000448	0.008831	-0.1178	0.050730382
ENSG00000001561	0	5e-06	-0.2994	0.0001
ENSG00000179761	0.001191	1e-06	998.7359	1191
ENSG00000180432	0.002936	0.002785	0.8478	1.054219031
ENSG00000180433	0.008129	0.003952	1.7044	2.056933198
ENSG00000131171	0	6e-06	0	0.0001
ENSG00000139180	0.001313	0.006645	-0.2468	0.197592175
ENSG00000131174	0.005897	6e-06	998.4457	982.8333333
ENSG00000163788	1e-06	0.005626	-0.0389	0.000177746
ENSG00000156136	0.003434	3e-06	998.7585	1144.666667
ENSG00000132481	0.003475	0.021176	0.0973	0.164100869
ENSG00000132485	0.131678	0.154231	0.6128	0.853771291
ENSG00000158435	0	0.000629	-0.0261	0.0001
ENSG00000036448	0.002959	0.02467	0.0719	0.119943251
ENSG00000198301	1e-06	0.007941	-0.081	0.000125929
ENSG00000198300	0.00267	0.003853	0.4223	0.69296652
ENSG00000124429	0.002028	0.002266	0.6043	0.894969109
ENSG00000186831	0.008286	0.030023	0.1119	0.275988409
ENSG00000147100	1e-06	0.007972	-0.0049	0.000125439
ENSG00000128159	0.00227	0.023212	-0.0831	0.097794244
ENSG00000171223	0	7e-06	-0.0527	0.0001
ENSG00000111206	0.003708	0.008847	0.0405	0.419125127
ENSG00000171224	1e-06	1e-06	1.2366	1
ENSG00000111203	2e-06	0.015372	-0.3064	0.000130107
ENSG00000135709	0.001018	0.01655	-0.0011	0.061510574
ENSG00000135702	0.002217	0.003811	0.2884	0.581737077
ENSG00000180758	0.003816	0.026386	0.0063	0.144622148
ENSG00000166965	0.00148	0.006793	-0.1125	0.217871338
ENSG00000147027	2e-06	0	141.4204	141.4205
ENSG00000166960	0.005134	0.004952	0.52	1.036752827
ENSG00000166961	0.003151	3e-06	998.8664	1050.333333
ENSG00000169129	0.003611	0.021611	0.0134	0.167090833
ENSG00000169126	0.004623	0.013135	-0.0998	0.351960411
ENSG00000169122	0.001132	0.005505	0.1896	0.205631244
ENSG00000107020	0	5e-06	-0.281	0.0001
ENSG00000163719	0.002321	2e-06	998.8785	1160.5
ENSG00000184434	0.001312	1e-06	998.5156	1312
ENSG00000145087	0	5e-06	-0.0586	0.0001
ENSG00000184436	0.00294	0.006073	0.4598	0.484109995
ENSG00000167216	0.002372	0.017725	-0.0081	0.133822285
ENSG00000145088	0.038406	0.029639	0.9142	1.295792706
ENSG00000157131	1e-06	0.008387	-0.4312	0.000119232
ENSG00000168522	0.001254	0.009334	0	0.134347547
ENSG00000167210	0.001869	0.003593	0.4555	0.520178124
ENSG00000128059	0.000418	0.009922	-0.0187	0.042128603
ENSG00000141971	0.003196	3e-06	998.9069	1065.333333
ENSG00000141977	0.002689	0.03204	0.0838	0.083926342
ENSG00000213949	0.00079	0.003711	0.0422	0.212880625
ENSG00000141979	0.002619	0.014335	-0.0421	0.182699686
ENSG00000095585	0.002152	0.00052	3.972	4.138461538
ENSG00000095587	0.002027	0.009644	0.146	0.210182497
ENSG00000188699	0.009393	0.015036	0.3928	0.624700718
ENSG00000150995	0.000828	0.017624	0.0469	0.046981389
ENSG00000150990	0.001218	0.032126	-0.0727	0.037913217
ENSG00000188690	0	0.004858	-0.2693	0.0001
ENSG00000112183	1e-06	0.006407	0	0.000156079
ENSG00000176165	1e-06	0.007784	0	0.000128469
